"date","rank","song","artist"
"1976-01-08",11,"Walk Away From Love","David Ruffin"
"1976-01-08",12,"Country Boy (You Got Your Feet In L.A.)","Glen Campbell"
"1976-01-08",13,"Sing A Song","Earth, Wind & Fire"
"1976-01-08",14,"You Sexy Thing","Hot Chocolate"
"1976-01-08",15,"Rock And Roll All Nite (live)","KISS"
"1976-01-08",16,"Fly Away","John Denver"
"1976-01-08",17,"50 Ways To Leave Your Lover","Paul Simon"
"1976-01-08",18,"Evil Woman","Electric Light Orchestra"
"1976-01-08",19,"Let's Do It Again","The Staple Singers"
"1976-01-08",20,"Love Machine (Part 1)","The Miracles"
"1976-01-08",21,"Over My Head","Fleetwood Mac"
"1976-01-08",22,"Breaking Up Is Hard To Do","Neil Sedaka"
"1976-01-08",23,"Love Hurts","Nazareth"
"1976-01-08",24,"Winners And Losers","Hamilton, Joe Frank & Reynolds"
"1976-01-08",25,"Wake Up Everybody (Part 1)","Harold Melvin And The Blue Notes"
"1976-01-08",26,"For The Love Of You (Part 1&2)","The Isley Brothers"
"1976-01-08",27,"Baby Face","The Wing And A Prayer Fife & Drum Corps."
"1976-01-08",28,"Somewhere In The Night","Helen Reddy"
"1976-01-08",29,"Fly, Robin, Fly","Silver Convention"
"1976-01-08",30,"Sky High","Jigsaw"
"1976-01-08",31,"Nights On Broadway","Bee Gees"
"1976-01-08",32,"Part Time Love","Gladys Knight And The Pips"
"1976-01-08",33,"Hurricane (Part 1)","Bob Dylan"
"1976-01-08",34,"Let It Shine/He Ain't Heavy...He's My Brother","Olivia Newton-John"
"1976-01-08",35,"Let's Live Together","The Road Apples"
"1976-01-08",36,"Squeeze Box","The Who"
"1976-01-08",37,"Paloma Blanca","George Baker Selection"
"1976-01-08",38,"Theme From S.W.A.T.","Rhythm Heritage"
"1976-01-08",39,"Golden Years","David Bowie"
"1976-01-08",40,"Slow Ride","Foghat"
"1976-01-08",41,"Island Girl","Elton John"
"1976-01-08",42,"Take It To The Limit","Eagles"
"1976-01-08",43,"Down To The Line","Bachman-Turner Overdrive"
"1976-01-08",44,"Full Of Fire","Al Green"
"1976-01-08",45,"Woman Tonight","America"
"1976-01-08",46,"All By Myself","Eric Carmen"
"1976-01-08",47,"Deep Purple","Donny & Marie Osmond"
"1976-01-08",48,"The Way I Want To Touch You","Captain & Tennille"
"1976-01-08",49,"Play On Love","Jefferson Starship"
"1976-01-08",50,"Let The Music Play","Barry White"
"1976-01-08",51,"Tracks Of My Tears","Linda Ronstadt"
"1976-01-08",52,"Fanny (Be Tender With My Love)","Bee Gees"
"1976-01-08",53,"School Boy Crush","AWB"
"1976-01-08",54,"Love Or Leave","The Spinners"
"1976-01-08",55,"Inseparable","Natalie Cole"
"1976-01-08",56,"Easy As Pie","Billy ""Crash"" Craddock"
"1976-01-08",57,"The White Knight","Cledus Maggard And The Citizen's Band"
"1976-01-08",58,"Feelings","Morris Albert"
"1976-01-08",59,"The Homecoming","Hagood Hardy"
"1976-01-08",60,"Yesterday's Hero","John Paul Young"
"1976-01-08",61,"Break Away","Art Garfunkel"
"1976-01-08",62,"Sweet Love","Commodores"
"1976-01-08",63,"Back To The Island","Leon Russell"
"1976-01-08",64,"December, 1963 (Oh, What a Night)","The 4 Seasons"
"1976-01-08",65,"I Cheat The Hangman","The Doobie Brothers"
"1976-01-08",66,"For A Dancer","Prelude"
"1976-01-08",67,"Don't Cry Joni","Conway Twitty with Joni Lee"
"1976-01-08",68,"Junk Food Junkie","NEW"
"1976-01-08",69,"Love Is The Drug","NEW"
"1976-01-08",70,"Lady Bump","Larry Groce"
"1976-01-08",71,"Bohemian Rhapsody","Roxy Music"
"1976-01-08",72,"My Little Town","Penny Mclean"
"1976-01-08",73,"This Old Man","Queen"
"1976-01-08",74,"Free Ride","Simon & Garfunkel"
"1976-01-08",75,"Only Sixteen","Purple Reign"
"1976-01-08",76,"Sweet Thing","Tavares"
"1976-01-08",77,"Fire On The Mountain","Dr. Hook"
"1976-01-08",78,"That's Why I Love You","Rufus Featuring Chaka Khan"
"1976-01-08",79,"'til It's Time To Say Goodbye","The Marshall Tucker Band"
"1976-01-08",80,"Honey I","Andrew Gold"
"1976-01-08",81,"Dream On","NEW"
"1976-01-08",82,"Amazing Grace (used To Be Her Favorite Song)","NEW"
"1976-01-08",83,"Chain Gang Medley","Jonathan Cain"
"1976-01-08",84,"Funky Weekend","NEW"
"1976-01-08",85,"Remember Me","NEW"
"1976-01-08",86,"I Could Have Danced All Night/Jump For Joy","George McCrae"
"1976-01-08",87,"Every Beat Of My Heart","RE- ENTRY"
"1976-01-08",88,"Dream Weaver","RE- ENTRY"
"1976-01-08",89,"Strong Enough To Be Gentle","Aerosmith"
"1976-01-08",90,"This Old Heart Of Mine","Amazing Rhythm Aces"
"1976-01-08",91,"Make Love To Your Mind","Jim Croce"
"1976-01-08",92,"Breakfast For Two","The Stylistics"
"1976-01-08",93,"Once You Hit The Road","NEW"
"1976-01-08",94,"Blue Guitar","NEW"
"1976-01-08",95,"The Little Drummer Boy","Willie Nelson"
"1976-01-08",96,"We're On The Right Track","NEW"
"1976-01-08",97,"Valentine Love","NEW"
"1976-01-08",98,"Daydreamer","Biddu Orchestra"
"1976-01-08",99,"Bad Luck","Crown Heights Affair"
"1976-01-08",100,"Tonight's The Night","Gary Wright"
"1976-01-15",1,"I Write The Songs","Barry Manilow"
"1976-01-15",2,"Theme From Mahogany (Do You Know Where You're Going To)","Diana Ross"
"1976-01-15",3,"Convoy","C.W. McCall"
"1976-01-15",4,"Love Rollercoaster","Ohio Players"
"1976-01-15",5,"Fox On The Run","Sweet"
"1976-01-15",6,"I Love Music (Part 1)","The O'Jays"
"1976-01-15",7,"Love To Love You Baby","Donna Summer"
"1976-01-15",8,"You Sexy Thing","Hot Chocolate"
"1976-01-15",9,"Times Of Your Life","Paul Anka"
"1976-01-15",10,"Walk Away From Love","David Ruffin"
"1976-01-15",11,"Country Boy (You Got Your Feet In L.A.)","Glen Campbell"
"1976-01-15",12,"Sing A Song","Earth, Wind & Fire"
"1976-01-15",13,"Rock And Roll All Nite (live)","KISS"
"1976-01-15",14,"Fly Away","John Denver"
"1976-01-15",15,"50 Ways To Leave Your Lover","Paul Simon"
"1976-01-15",16,"Evil Woman","Electric Light Orchestra"
"1976-01-15",17,"Saturday Night","Bay City Rollers"
"1976-01-15",18,"Love Machine (Part 1)","The Miracles"
"1976-01-15",19,"Breaking Up Is Hard To Do","Neil Sedaka"
"1976-01-15",20,"Over My Head","Fleetwood Mac"
"1976-01-15",21,"Love Hurts","Nazareth"
"1976-01-15",22,"Winners And Losers","Hamilton, Joe Frank & Reynolds"
"1976-01-15",23,"Wake Up Everybody (Part 1)","Harold Melvin And The Blue Notes"
"1976-01-15",24,"That's The Way (I Like It)","KC And The Sunshine Band"
"1976-01-15",25,"Baby Face","The Wing And A Prayer Fife & Drum Corps."
"1976-01-15",26,"Somewhere In The Night","Helen Reddy"
"1976-01-15",27,"Theme From S.W.A.T.","Rhythm Heritage"
"1976-01-15",28,"Squeeze Box","The Who"
"1976-01-15",29,"Paloma Blanca","George Baker Selection"
"1976-01-15",30,"Let It Shine/He Ain't Heavy...He's My Brother","Olivia Newton-John"
"1976-01-15",31,"Let's Do It Again","The Staple Singers"
"1976-01-15",32,"Take It To The Limit","Eagles"
"1976-01-15",33,"Hurricane (Part 1)","Bob Dylan"
"1976-01-15",34,"For The Love Of You (Part 1&2)","The Isley Brothers"
"1976-01-15",35,"Let's Live Together","The Road Apples"
"1976-01-15",36,"Slow Ride","Foghat"
"1976-01-15",37,"Golden Years","David Bowie"
"1976-01-15",38,"All By Myself","Eric Carmen"
"1976-01-15",39,"Fly, Robin, Fly","Silver Convention"
"1976-01-15",40,"Fanny (Be Tender With My Love)","Bee Gees"
"1976-01-15",41,"Deep Purple","Donny & Marie Osmond"
"1976-01-15",42,"Let The Music Play","Barry White"
"1976-01-15",43,"Tracks Of My Tears","Linda Ronstadt"
"1976-01-15",44,"Woman Tonight","America"
"1976-01-15",45,"The White Knight","Cledus Maggard And The Citizen's Band"
"1976-01-15",46,"Love Or Leave","The Spinners"
"1976-01-15",47,"Sky High","Jigsaw"
"1976-01-15",48,"Part Time Love","Gladys Knight And The Pips"
"1976-01-15",49,"The Homecoming","Hagood Hardy"
"1976-01-15",50,"Yesterday's Hero","John Paul Young"
"1976-01-15",51,"Inseparable","Natalie Cole"
"1976-01-15",52,"Break Away","Art Garfunkel"
"1976-01-15",53,"Sweet Love","Commodores"
"1976-01-15",54,"December, 1963 (Oh, What a Night)","The 4 Seasons"
"1976-01-15",55,"Easy As Pie","Billy ""Crash"" Craddock"
"1976-01-15",56,"Junk Food Junkie","Larry Groce"
"1976-01-15",57,"Nights On Broadway","Bee Gees"
"1976-01-15",58,"Back To The Island","Leon Russell"
"1976-01-15",59,"Bohemian Rhapsody","Queen"
"1976-01-15",60,"I Cheat The Hangman","The Doobie Brothers"
"1976-01-15",61,"Love Is The Drug","Roxy Music"
"1976-01-15",62,"Island Girl","Elton John"
"1976-01-15",63,"For A Dancer","Prelude"
"1976-01-15",64,"The Way I Want To Touch You","Captain & Tennille"
"1976-01-15",65,"Only Sixteen","Dr. Hook"
"1976-01-15",66,"Feelings","Morris Albert"
"1976-01-15",67,"Don't Cry Joni","Conway Twitty with Joni Lee"
"1976-01-15",68,"Lady Bump","Penny Mclean"
"1976-01-15",69,"Dream On","Aerosmith"
"1976-01-15",70,"Down To The Line","Bachman-Turner Overdrive"
"1976-01-15",71,"Full Of Fire","Al Green"
"1976-01-15",72,"Sweet Thing","Rufus Featuring Chaka Khan"
"1976-01-15",73,"Play On Love","Jefferson Starship"
"1976-01-15",74,"That's Why I Love You","Andrew Gold"
"1976-01-15",75,"'til It's Time To Say Goodbye","Jonathan Cain"
"1976-01-15",76,"Honey I","George McCrae"
"1976-01-15",77,"My Little Town","Simon & Garfunkel"
"1976-01-15",78,"Dream Weaver","Gary Wright"
"1976-01-15",79,"Funky Weekend","The Stylistics"
"1976-01-15",80,"Amazing Grace (used To Be Her Favorite Song)","Amazing Rhythm Aces"
"1976-01-15",81,"Chain Gang Medley","Jim Croce"
"1976-01-15",82,"Remember Me","Willie Nelson"
"1976-01-15",83,"Every Beat Of My Heart","Crown Heights Affair"
"1976-01-15",84,"I Could Have Danced All Night/Jump For Joy","Biddu Orchestra"
"1976-01-15",85,"This Old Heart Of Mine","Rod Stewart"
"1976-01-15",86,"Quiet Storm","NEW"
"1976-01-15",87,"You're Fooling You","NEW"
"1976-01-15",88,"If I Only Knew","Smokey Robinson"
"1976-01-15",89,"Strong Enough To Be Gentle","NEW"
"1976-01-15",90,"Hold Back The Night","NEW"
"1976-01-15",91,"Make Love To Your Mind","The Dramatics"
"1976-01-15",92,"Once You Hit The Road","NEW"
"1976-01-15",93,"Disco Sax/for The Love Of You","NEW"
"1976-01-15",94,"One Fine Day","Ozark Mountain Daredevils"
"1976-01-15",95,"We're On The Right Track","Black Oak Arkansas"
"1976-01-15",96,"Daydreamer","NEW"
"1976-01-15",97,"Valentine Love","NEW"
"1976-01-15",98,"Bad Luck","The Trammps"
"1976-01-15",99,"Tell It Like It Is","Bill Withers"
"1976-01-15",100,"Tonight's The Night","Dionne Warwick"
"1976-01-22",1,"Theme From Mahogany (Do You Know Where You're Going To)","Diana Ross"
"1976-01-22",2,"I Write The Songs","Barry Manilow"
"1976-01-22",3,"Love Rollercoaster","Ohio Players"
"1976-01-22",4,"Love To Love You Baby","Donna Summer"
"1976-01-22",5,"I Love Music (Part 1)","The O'Jays"
"1976-01-22",6,"You Sexy Thing","Hot Chocolate"
"1976-01-22",7,"Convoy","C.W. McCall"
"1976-01-22",8,"Times Of Your Life","Paul Anka"
"1976-01-22",9,"Walk Away From Love","David Ruffin"
"1976-01-22",10,"Sing A Song","Earth, Wind & Fire"
"1976-01-22",11,"Country Boy (You Got Your Feet In L.A.)","Glen Campbell"
"1976-01-22",12,"Rock And Roll All Nite (live)","KISS"
"1976-01-22",13,"Fly Away","John Denver"
"1976-01-22",14,"50 Ways To Leave Your Lover","Paul Simon"
"1976-01-22",15,"Evil Woman","Electric Light Orchestra"
"1976-01-22",16,"Love Machine (Part 1)","The Miracles"
"1976-01-22",17,"Breaking Up Is Hard To Do","Neil Sedaka"
"1976-01-22",18,"Fox On The Run","Sweet"
"1976-01-22",19,"Love Hurts","Nazareth"
"1976-01-22",20,"Theme From S.W.A.T.","Rhythm Heritage"
"1976-01-22",21,"Winners And Losers","Hamilton, Joe Frank & Reynolds"
"1976-01-22",22,"Wake Up Everybody (Part 1)","Harold Melvin And The Blue Notes"
"1976-01-22",23,"Baby Face","The Wing And A Prayer Fife & Drum Corps."
"1976-01-22",24,"Somewhere In The Night","Helen Reddy"
"1976-01-22",25,"Saturday Night","Bay City Rollers"
"1976-01-22",26,"Squeeze Box","The Who"
"1976-01-22",27,"Paloma Blanca","George Baker Selection"
"1976-01-22",28,"Take It To The Limit","Eagles"
"1976-01-22",29,"Over My Head","Fleetwood Mac"
"1976-01-22",30,"Let It Shine/He Ain't Heavy...He's My Brother","Olivia Newton-John"
"1976-01-22",31,"All By Myself","Eric Carmen"
"1976-01-22",32,"Fanny (Be Tender With My Love)","Bee Gees"
"1976-01-22",33,"Golden Years","David Bowie"
"1976-01-22",34,"Slow Ride","Foghat"
"1976-01-22",35,"That's The Way (I Like It)","KC And The Sunshine Band"
"1976-01-22",36,"Deep Purple","Donny & Marie Osmond"
"1976-01-22",37,"Tracks Of My Tears","Linda Ronstadt"
"1976-01-22",38,"Let The Music Play","Barry White"
"1976-01-22",39,"The White Knight","Cledus Maggard And The Citizen's Band"
"1976-01-22",40,"Love Or Leave","The Spinners"
"1976-01-22",41,"Let's Do It Again","The Staple Singers"
"1976-01-22",42,"Yesterday's Hero","John Paul Young"
"1976-01-22",43,"Break Away","Art Garfunkel"
"1976-01-22",44,"December, 1963 (Oh, What a Night)","The 4 Seasons"
"1976-01-22",45,"For The Love Of You (Part 1&2)","The Isley Brothers"
"1976-01-22",46,"Junk Food Junkie","Larry Groce"
"1976-01-22",47,"The Homecoming","Hagood Hardy"
"1976-01-22",48,"Sweet Love","Commodores"
"1976-01-22",49,"Bohemian Rhapsody","Queen"
"1976-01-22",50,"Hurricane (Part 1)","Bob Dylan"
"1976-01-22",51,"Love Is The Drug","Roxy Music"
"1976-01-22",52,"Let's Live Together","The Road Apples"
"1976-01-22",53,"Only Sixteen","Dr. Hook"
"1976-01-22",54,"Easy As Pie","Billy ""Crash"" Craddock"
"1976-01-22",55,"Grow Some Funk Of Your Own/I Feel Like A Bullet (In The Gun Of Robert Ford)","NEW"
"1976-01-22",56,"Back To The Island","NEW"
"1976-01-22",57,"Fly, Robin, Fly","Elton John"
"1976-01-22",58,"Woman Tonight","Leon Russell"
"1976-01-22",59,"Dream On","Silver Convention"
"1976-01-22",60,"Dream Weaver","America"
"1976-01-22",61,"Inseparable","Aerosmith"
"1976-01-22",62,"Sweet Thing","Gary Wright"
"1976-01-22",63,"'til It's Time To Say Goodbye","Natalie Cole"
"1976-01-22",64,"Feelings","Rufus Featuring Chaka Khan"
"1976-01-22",65,"Don't Cry Joni","Jonathan Cain"
"1976-01-22",66,"Lady Bump","Morris Albert"
"1976-01-22",67,"Honey I","Conway Twitty with Joni Lee"
"1976-01-22",68,"That's Why I Love You","Penny Mclean"
"1976-01-22",69,"Lonely Night (angel Face)","George McCrae"
"1976-01-22",70,"Tangerine","Andrew Gold"
"1976-01-22",71,"Chain Gang Medley","NEW"
"1976-01-22",72,"Renegade","NEW"
"1976-01-22",73,"Take Me","Captain & Tennille"
"1976-01-22",74,"Amazing Grace (used To Be Her Favorite Song)","NEW"
"1976-01-22",75,"Quiet Storm","NEW"
"1976-01-22",76,"I Could Have Danced All Night/Jump For Joy","The Salsoul Orchestra"
"1976-01-22",77,"Funky Weekend","Jim Croce"
"1976-01-22",78,"What's The Name Of This Funk (spider Man)","NEW"
"1976-01-22",79,"Remember Me","NEW"
"1976-01-22",80,"Hold Back The Night","Michael Murphey"
"1976-01-22",81,"Growin' Up","NEW"
"1976-01-22",82,"If I Only Knew","NEW"
"1976-01-22",83,"Every Beat Of My Heart","Grand Funk Railroad"
"1976-01-22",84,"Make Love To Your Mind","Amazing Rhythm Aces"
"1976-01-22",85,"This Old Heart Of Mine","Smokey Robinson"
"1976-01-22",86,"Since I Fell For You","Biddu Orchestra"
"1976-01-22",87,"You're Fooling You","The Stylistics"
"1976-01-22",88,"Once You Hit The Road","NEW"
"1976-01-22",89,"Tell It Like It Is","NEW"
"1976-01-22",90,"Close To You","Ramsey Lewis"
"1976-01-22",91,"Tenth Avenue Freeze-out","Willie Nelson"
"1976-01-22",92,"Disco Sax/for The Love Of You","The Trammps"
"1976-01-22",93,"One Fine Day","NEW"
"1976-01-22",94,"We're On The Right Track","NEW"
"1976-01-22",95,"Daydreamer","Dan Hill"
"1976-01-22",96,"Bad Luck","Ozark Mountain Daredevils"
"1976-01-22",97,"Young Love","Crown Heights Affair"
"1976-01-22",98,"Venus","Bill Withers"
"1976-01-22",99,"Tonight's The Night","Rod Stewart"
"1976-01-22",100,"I Don't Wanna Leave You","NEW"
"1976-01-29",1,"Love Rollercoaster","Ohio Players"
"1976-01-29",2,"I Write The Songs","Barry Manilow"
"1976-01-29",3,"Love To Love You Baby","Donna Summer"
"1976-01-29",4,"You Sexy Thing","Hot Chocolate"
"1976-01-29",5,"I Love Music (Part 1)","The O'Jays"
"1976-01-29",6,"Convoy","C.W. McCall"
"1976-01-29",7,"Sing A Song","Earth, Wind & Fire"
"1976-01-29",8,"Times Of Your Life","Paul Anka"
"1976-01-29",9,"Walk Away From Love","David Ruffin"
"1976-01-29",10,"50 Ways To Leave Your Lover","Paul Simon"
"1976-01-29",11,"Theme From Mahogany (Do You Know Where You're Going To)","Diana Ross"
"1976-01-29",12,"Rock And Roll All Nite (live)","KISS"
"1976-01-29",13,"Fly Away","John Denver"
"1976-01-29",14,"Evil Woman","Electric Light Orchestra"
"1976-01-29",15,"Love Machine (Part 1)","The Miracles"
"1976-01-29",16,"Breaking Up Is Hard To Do","Neil Sedaka"
"1976-01-29",17,"Theme From S.W.A.T.","Rhythm Heritage"
"1976-01-29",18,"Love Hurts","Nazareth"
"1976-01-29",19,"Squeeze Box","The Who"
"1976-01-29",20,"Wake Up Everybody (Part 1)","Harold Melvin And The Blue Notes"
"1976-01-29",21,"Winners And Losers","Hamilton, Joe Frank & Reynolds"
"1976-01-29",22,"Somewhere In The Night","Helen Reddy"
"1976-01-29",23,"Baby Face","The Wing And A Prayer Fife & Drum Corps."
"1976-01-29",24,"Take It To The Limit","Eagles"
"1976-01-29",25,"All By Myself","Eric Carmen"
"1976-01-29",26,"Paloma Blanca","George Baker Selection"
"1976-01-29",27,"Fanny (Be Tender With My Love)","Bee Gees"
"1976-01-29",28,"Fox On The Run","Sweet"
"1976-01-29",29,"Country Boy (You Got Your Feet In L.A.)","Glen Campbell"
"1976-01-29",30,"Golden Years","David Bowie"
"1976-01-29",31,"Grow Some Funk Of Your Own/I Feel Like A Bullet (In The Gun Of Robert Ford)","Elton John"
"1976-01-29",32,"Slow Ride","Foghat"
"1976-01-29",33,"Tracks Of My Tears","Linda Ronstadt"
"1976-01-29",34,"The White Knight","Cledus Maggard And The Citizen's Band"
"1976-01-29",35,"Let The Music Play","Barry White"
"1976-01-29",36,"Deep Purple","Donny & Marie Osmond"
"1976-01-29",37,"Dream Weaver","Gary Wright"
"1976-01-29",38,"Love Or Leave","The Spinners"
"1976-01-29",39,"Break Away","Art Garfunkel"
"1976-01-29",40,"December, 1963 (Oh, What a Night)","The 4 Seasons"
"1976-01-29",41,"Junk Food Junkie","Larry Groce"
"1976-01-29",42,"Yesterday's Hero","John Paul Young"
"1976-01-29",43,"Bohemian Rhapsody","Queen"
"1976-01-29",44,"Only Sixteen","Dr. Hook"
"1976-01-29",45,"Over My Head","Fleetwood Mac"
"1976-01-29",46,"Sweet Love","Commodores"
"1976-01-29",47,"The Homecoming","Hagood Hardy"
"1976-01-29",48,"Love Is The Drug","Roxy Music"
"1976-01-29",49,"Dream On","Aerosmith"
"1976-01-29",50,"Lonely Night (angel Face)","Captain & Tennille"
"1976-01-29",51,"Saturday Night","Bay City Rollers"
"1976-01-29",52,"Sweet Thing","Rufus Featuring Chaka Khan"
"1976-01-29",53,"Back To The Island","Leon Russell"
"1976-01-29",54,"Let's Do It Again","The Staple Singers"
"1976-01-29",55,"'til It's Time To Say Goodbye","Jonathan Cain"
"1976-01-29",56,"Renegade","Michael Murphey"
"1976-01-29",57,"Take Me","Grand Funk Railroad"
"1976-01-29",58,"Inseparable","Natalie Cole"
"1976-01-29",59,"Easy As Pie","Billy ""Crash"" Craddock"
"1976-01-29",60,"Tangerine","The Salsoul Orchestra"
"1976-01-29",61,"Fly, Robin, Fly","Silver Convention"
"1976-01-29",62,"Let It Shine/He Ain't Heavy...He's My Brother","Olivia Newton-John"
"1976-01-29",63,"Don't Cry Joni","Conway Twitty with Joni Lee"
"1976-01-29",64,"Lady Bump","Penny Mclean"
"1976-01-29",65,"Chain Gang Medley","Jim Croce"
"1976-01-29",66,"Honey I","George McCrae"
"1976-01-29",67,"Hold Back The Night","The Trammps"
"1976-01-29",68,"That's Why I Love You","Andrew Gold"
